Row #,Taxon Order,Category,Common Name,Scientific Name,Count,Location,S/P,Date,LocID,SubID,Exotic,Countable
385,27412,species,Cactus Wren,Campylorhynchus brunneicapillus,4,Jardín Botánico de Teotihuacan,MX-MEX,09 Jan 2023,L9733235,S125798906,,1
386,17029,species,Vermilion Flycatcher,Pyrocephalus rubinus,1,Jardín Botánico de Teotihuacan,MX-MEX,09 Jan 2023,L9733235,S125798906,,1
387,5057,species,Berylline Hummingbird,Saucerottia beryllina,1,Jardín Botánico de Teotihuacan,MX-MEX,09 Jan 2023,L9733235,S125798906,,1
388,33330,species,Canyon Towhee,Melozone fusca,1,Bosque de Chapultepec--Primera Sección,MX-DIF,09 Jan 2023,L580213,S125776059,,1
389,4867,species,Broad-billed Hummingbird,Cynanthus latirostris,1,Bosque de Chapultepec--Primera Sección,MX-DIF,09 Jan 2023,L580213,S125776059,,1
390,568,species,Mexican Duck,Anas diazi,17,Bosque de Chapultepec--Lago Menor,MX-DIF,08 Jan 2023,L12720762,S125744601,,1
391,28643,species,Rufous-backed Robin,Turdus rufopalliatus,2,Plaza Hidalgo,MX-DIF,07 Jan 2023,L10889713,S125710936,,1
392,35306,species,Cinnamon-bellied Flowerpiercer,Diglossa baritula,1,Plaza Hidalgo,MX-DIF,06 Jan 2023,L10889713,S125556164,,1
393,4918,species,White-eared Hummingbird,Basilinna leucotis,1,Plaza Hidalgo,MX-DIF,06 Jan 2023,L10889713,S125556164,,1
394,2242,species,Inca Dove,Columbina inca,5,Plaza Hidalgo,MX-DIF,06 Jan 2023,L10889713,S125556164,,1
395,694,species,Greater Scaup,Aythya marila,2,"Congress Ave. (Ann W. Richards) Bridge (HOTE 041), Austin",US-TX,04 Jan 2023,L2284419,S125430367,,1
397,7843,species,White-tailed Kite,Elanus leucurus,1,"Robison Road, Monmouth, Oregon, US (44.718, -123.247)",US-OR,02 Jan 2023,L22028544,S125202749,,1
398,34084,species,Blackburnian Warbler,Setophaga fusca,1,Odd Fellows/IOOF Cemetery,US-OR,21 Dec 2022,L1930763,S124387967,,1
399,33807,species,Tricolored Blackbird,Agelaius tricolor,1,Philomath Sewage Ponds (restricted access),US-OR,11 Dec 2022,L493044,S123827827,,1
400,267,species,Snow Goose,Anser caerulescens,16,William L. Finley NWR--McFadden Marsh,US-OR,10 Dec 2022,L491963,S123735771,,1
401,33198,species,Harris's Sparrow,Zonotrichia querula,1,Corvallis Municipal Airport,US-OR,08 Dec 2022,L21744330,S123647963,,1
402,28249,species,Varied Thrush,Ixoreus naevius,10,William L. Finley NWR--Woodpecker Loop,US-OR,04 Dec 2022,L726862,S123454393,,1
403,11130,species,Red-breasted Sapsucker,Sphyrapicus ruber,2,William L. Finley NWR--Woodpecker Loop,US-OR,04 Dec 2022,L726862,S123454393,,1
404,384,species,Tundra Swan,Cygnus columbianus,100,William L. Finley NWR--Cabell Marsh,US-OR,04 Dec 2022,L493042,S123445312,,1
405,8528,species,Rough-legged Hawk,Buteo lagopus,1,William L. Finley NWR--Prairie Overlook,US-OR,04 Dec 2022,L1822403,S123441055,,1
408,770,species,Red-breasted Merganser,Mergus serrator,19,Zylstra Loop Trail,US-WA,26 Nov 2022,L7545860,S123065978,,1
409,743,species,Common Goldeneye,Bucephala clangula,1,Zylstra Loop Trail,US-WA,26 Nov 2022,L7545860,S123065978,,1
410,512,species,Eurasian Wigeon,Mareca penelope,5,Zylstra Loop Trail,US-WA,26 Nov 2022,L7545860,S123065978,,1
411,21103,species,Northern Shrike,Lanius borealis,1,Anacortes Ferry Terminal,US-WA,25 Nov 2022,L294441,S123012821,,1
412,742,species,Bufflehead,Bucephala albeola,5,Anacortes Ferry Terminal,US-WA,25 Nov 2022,L294441,S123012821,,1
413,382,species,Trumpeter Swan,Cygnus buccinator,120,Conway,US-WA,25 Nov 2022,L2604072,S123007395,,1
414,8796,species,Puerto Rican Owl,Gymnasio nudipes,1,Bosque Nacional El Yunque--Portal del Yunque,PR-RG,20 Nov 2022,L323802,S122747426,,1
415,31050,species,Bronze Mannikin,Spermestes cucullata,1,"Puerto Rico 9990, Sabana",PR-LQ,20 Nov 2022,L21588643,S122733516,N,1
416,4395,species,Puerto Rican Mango,Anthracothorax aurulentus,1,Bosque Nacional El Yunque--Portal del Yunque,PR-RG,20 Nov 2022,L323802,S122729143,,1
417,12957,species,Puerto Rican Amazon,Amazona vittata,1,Bosque Nacional El Yunque - Aviary,PR-RG,20 Nov 2022,L21587682,S122729032,,1
418,33539,species,Puerto Rican Tanager,Nesospingus speculiferus,2,Palo Colorado Station,PR-RG,20 Nov 2022,L21585624,S122717194,,1
419,4396,species,Green Mango,Anthracothorax viridis,1,Palo Colorado Station,PR-RG,20 Nov 2022,L21585624,S122717194,,1
420,1962,species,Plain Pigeon,Patagioenas inornata,2,Escuela Superior Sabana (Plain Pigeon spot),PR-CM,18 Nov 2022,L5195221,S122611247,,1
421,19165,species,White-eyed Vireo,Vireo griseus,1,Refugio de Vida Silvestre de Boquerón,PR-CR,15 Nov 2022,L323797,S122454085,,1
422,5671,species,Limpkin,Aramus guarauna,1,Refugio de Vida Silvestre de Boquerón,PR-CR,15 Nov 2022,L323797,S122454085,,1
423,4865,species,Puerto Rican Emerald,Riccordia maugaeus,1,Refugio de Vida Silvestre de Boquerón,PR-CR,15 Nov 2022,L323797,S122454085,,1
424,16935,species,Lesser Antillean Pewee,Contopus latirostris,1,La Parguera--Villa Parguera,PR-LJ,15 Nov 2022,L293193,S122452627,,1
425,33715,species,Venezuelan Troupial,Icterus icterus,1,La Parguera--Villa Parguera,PR-LJ,13 Nov 2022,L293193,S122366464,N,1
426,24289,species,Cave Swallow,Petrochelidon fulva,3,"La Parguera Frente a la Costa, La Parguera",PR-LJ,12 Nov 2022,L21474877,S122300728,,1
427,34055,species,Elfin-woods Warbler,Setophaga angelae,1,Bosque Estatal de Maricao,PR-SG,11 Nov 2022,L323784,S122222555,,1
428,9844,species,Puerto Rican Tody,Todus mexicanus,4,Bosque Estatal de Maricao,PR-SG,11 Nov 2022,L323784,S122222555,,1
429,33813,species,Yellow-shouldered Blackbird,Agelaius xanthomus,16,La Parguera--Villa Parguera,PR-LJ,09 Nov 2022,L293193,S122137487,,1
430,35699,species,Puerto Rican Bullfinch,Melopyrrha portoricensis,5,Bosque Estatal de Guánica (Ruta a Fuerte Caprón),PR-GC,06 Nov 2022,L5540500,S121976344,,1
431,34185,species,Prairie Warbler,Setophaga discolor,3,Bosque Estatal de Guánica (Ruta a Fuerte Caprón),PR-GC,06 Nov 2022,L5540500,S121976344,,1
432,33668,species,Puerto Rican Oriole,Icterus portoricensis,1,Bosque Estatal de Guánica (Ruta a Fuerte Caprón),PR-GC,06 Nov 2022,L5540500,S121976344,,1
433,28627,species,Eastern Red-legged Thrush,Turdus ardosiaceus,1,Bosque Estatal de Guánica (Ruta a Fuerte Caprón),PR-GC,06 Nov 2022,L5540500,S121976344,,1
434,11144,species,Puerto Rican Woodpecker,Melanerpes portoricensis,1,Bosque Estatal de Guánica (Ruta a Fuerte Caprón),PR-GC,06 Nov 2022,L5540500,S121976344,,1
435,6161,species,Ruddy Turnstone,Arenaria interpres,1,La Parguera--Villa Parguera,PR-LJ,05 Nov 2022,L293193,S121909972,,1
436,5941,species,Snowy Plover,Anarhynchus nivosus,2,La Parguera--Villa Parguera,PR-LJ,04 Nov 2022,L293193,S121828029,,1
437,33548,species,Puerto Rican Spindalis,Spindalis portoricensis,1,La Parguera--Villa Parguera,PR-LJ,03 Nov 2022,L293193,S121775875,,1
438,3623,species,Puerto Rican Nightjar,Antrostomus noctitherus,1,La Parguera--Villa Parguera,PR-LJ,02 Nov 2022,L293193,S121763734,,1
439,34191,species,Adelaide's Warbler,Setophaga adelaidae,1,"Unnamed Road, Cabo Rojo, Lajas, PR (18.024, -67.109)",PR-LJ,02 Nov 2022,L21422485,S121731811,,1
440,35692,species,Yellow-faced Grassquit,Tiaris olivaceus,3,Laguna Cartagena--Tower,PR-LJ,02 Nov 2022,L293452,S121732124,,1
441,31288,species,Orange-cheeked Waxbill,Estrilda melpoda,30,Laguna Cartagena--Tower,PR-LJ,02 Nov 2022,L293452,S121732124,N,1
442,30943,species,Northern Red Bishop,Euplectes franciscanus,22,Laguna Cartagena--Tower,PR-LJ,02 Nov 2022,L293452,S121732124,N,1
443,19195,species,Puerto Rican Vireo,Vireo latimeri,1,Laguna Cartagena--Tower,PR-LJ,02 Nov 2022,L293452,S121732124,,1
444,12829,species,White-winged Parakeet,Brotogeris versicolurus,13,Laguna Cartagena--Tower,PR-LJ,02 Nov 2022,L293452,S121732124,N,1
445,7669,species,Striated Heron,Butorides striata,1,Laguna Cartagena--Tower,PR-LJ,02 Nov 2022,L293452,S121732124,,1
446,5631,species,Yellow-breasted Crake,Laterallus flaviventer,1,Laguna Cartagena--Tower,PR-LJ,02 Nov 2022,L293452,S121732124,,1
447,5515,species,Purple Gallinule,Porphyrio martinica,4,Laguna Cartagena--Tower,PR-LJ,02 Nov 2022,L293452,S121732124,,1
448,3249,species,Puerto Rican Lizard-Cuckoo,Coccyzus vieilloti,1,Laguna Cartagena--Tower,PR-LJ,02 Nov 2022,L293452,S121732124,,1
449,2036,species,African Collared-Dove,Streptopelia roseogrisea,2,Laguna Cartagena--Tower,PR-LJ,02 Nov 2022,L293452,S121732124,N,1
450,777,species,Masked Duck,Nomonyx dominicus,2,Laguna Cartagena--Tower,PR-LJ,02 Nov 2022,L293452,S121732124,,1
451,247,species,West Indian Whistling-Duck,Dendrocygna arborea,35,Laguna Cartagena--Tower,PR-LJ,02 Nov 2022,L293452,S121732124,,1
452,33963,species,Prothonotary Warbler,Protonotaria citrea,1,La Parguera--town and nearest environs,PR-LJ,01 Nov 2022,L802780,S121706107,,1
453,1956,species,White-crowned Pigeon,Patagioenas leucocephala,2,La Parguera--town and nearest environs,PR-LJ,01 Nov 2022,L802780,S121706107,,1
454,33881,species,Greater Antillean Grackle,Quiscalus niger,1,Ponce--general area,PR-PO,30 Oct 2022,L1122896,S121582160,,1
455,17479,species,Loggerhead Kingbird,Tyrannus caudifasciatus,1,"Puerto Rico 52, San Juan, San Juan, PR (18.345, -66.07)",PR-SJ,30 Oct 2022,L21396776,S121576612,,1
456,33817,species,Shiny Cowbird,Molothrus bonariensis,3,Aeropuerto Internacional Luis Muñoz Marín,PR-CN,30 Oct 2022,L30905368,S121574513,,1
457,8866,species,Eastern Screech-Owl,Megascops asio,1,Cazenovia Park,US-NY,27 Oct 2022,L3839049,S121420610,,1
458,34138,species,Blackpoll Warbler,Setophaga striata,1,Buckhorn Island SP,US-NY,23 Oct 2022,L164983,S121174378,,1
459,33848,species,Rusty Blackbird,Euphagus carolinus,3,Buckhorn Island SP,US-NY,23 Oct 2022,L164983,S121174378,,1
460,741,species,Long-tailed Duck,Clangula hyemalis,60,West Side Rowing Club,US-NY,22 Oct 2022,L351758,S121105269,,1
461,737,species,Black Scoter,Melanitta americana,1,West Side Rowing Club,US-NY,22 Oct 2022,L351758,S121105269,,1
462,700,species,Lesser Scaup,Aythya affinis,1,West Side Rowing Club,US-NY,22 Oct 2022,L351758,S121105269,,1
463,7431,species,Neotropic Cormorant,Nannopterum brasilianum,1,Delaware Park--Hoyt Lake,US-NY,19 Oct 2022,L11132897,S120951324,,1
464,667,species,Redhead,Aythya americana,1,William L. Finley NWR--Cabell Marsh,US-OR,09 Oct 2022,L493042,S120342225,,1
465,666,species,Canvasback,Aythya valisineria,1,Philomath Sewage Ponds (restricted access),US-OR,08 Oct 2022,L493044,S120263398,,1
467,287,species,Greater White-fronted Goose,Anser albifrons,13,Philomath Sewage Ponds (restricted access),US-OR,08 Oct 2022,L493044,S120263398,,1
468,8910,species,Great Horned Owl,Bubo virginianus,1,Central Park,US-OR,04 Oct 2022,L12382939,S119985930,,1
470,331,species,Cackling Goose,Branta hutchinsii,4,Zylstra Loop Trail,US-WA,01 Oct 2022,L7545860,S119784718,,1
471,33565,species,Western Meadowlark,Sturnella neglecta,1,Ukiah WWTP,US-CA,28 Sep 2022,L333876,S119599294,,1
472,33029,species,Lark Sparrow,Chondestes grammacus,1,Ukiah WWTP,US-CA,28 Sep 2022,L333876,S119599294,,1
473,11410,species,Nuttall's Woodpecker,Dryobates nuttallii,2,Ukiah WWTP,US-CA,28 Sep 2022,L333876,S119599294,,1
474,33350,species,California Towhee,Melozone crissalis,3,MLK Jr. Regional Shoreline--Arrowhead Marsh,US-CA,27 Sep 2022,L161083,S119541417,,1
475,6134,species,Wandering Tattler,Tringa incana,1,MLK Jr. Regional Shoreline--Arrowhead Marsh,US-CA,27 Sep 2022,L161083,S119541417,,1
476,5256,species,Ridgway's Rail,Rallus obsoletus,8,MLK Jr. Regional Shoreline--Arrowhead Marsh,US-CA,27 Sep 2022,L161083,S119541417,,1
477,314,species,Brant,Branta bernicla,1,MLK Jr. Regional Shoreline--Arrowhead Marsh,US-CA,27 Sep 2022,L161083,S119541417,,1
478,7791,species,American White Pelican,Pelecanus erythrorhynchos,12,Hayward Regional Shoreline,US-CA,27 Sep 2022,L225431,S119537895,,1
479,6192,species,Dunlin,Calidris alpina,30,Hayward Regional Shoreline,US-CA,27 Sep 2022,L225431,S119537895,,1
480,6174,species,Surfbird,Calidris virgata,1,Hayward Regional Shoreline,US-CA,27 Sep 2022,L225431,S119537895,,1
481,6166,species,Red Knot,Calidris canutus,1,Hayward Regional Shoreline,US-CA,27 Sep 2022,L225431,S119537895,,1
482,6021,species,Long-billed Curlew,Numenius americanus,1,Hayward Regional Shoreline,US-CA,27 Sep 2022,L225431,S119537895,,1
483,6011,species,Hudsonian Whimbrel,Numenius hudsonicus,2,Hayward Regional Shoreline,US-CA,27 Sep 2022,L225431,S119537895,,1
484,5811,species,Black-bellied Plover,Pluvialis squatarola,150,Hayward Regional Shoreline,US-CA,27 Sep 2022,L225431,S119537895,,1
485,6121,species,Red-necked Phalarope,Phalaropus lobatus,25,Bennett Slough,US-CA,26 Sep 2022,L572421,S119492305,,1
486,6051,species,Marbled Godwit,Limosa fedoa,2,Bennett Slough,US-CA,26 Sep 2022,L572421,S119492305,,1
487,33682,species,Hooded Oriole,Icterus cucullatus,1,Laguna Grande Park,US-CA,26 Sep 2022,L165104,S119468362,,1
488,25431,species,Wrentit,Chamaea fasciata,1,Laguna Grande Park,US-CA,26 Sep 2022,L165104,S119468362,,1
490,12136,species,Prairie Falcon,Falco mexicanus,1,Lake Elizabeth Golf Club and ponds,US-CA,25 Sep 2022,L6312457,S119406010,,1
491,33563,species,Yellow-headed Blackbird,Xanthocephalus xanthocephalus,8,Harper Dry Lake,US-CA,25 Sep 2022,L892043,S119396977,,1
492,33208,species,Bell's Sparrow,Artemisiospiza belli,1,Harper Dry Lake,US-CA,25 Sep 2022,L892043,S119396977,,1
493,21091,species,Loggerhead Shrike,Lanius ludovicianus,1,Harper Dry Lake,US-CA,25 Sep 2022,L892043,S119396977,,1
494,16966,species,Dusky Flycatcher,Empidonax oberholseri,1,Harper Dry Lake,US-CA,25 Sep 2022,L892043,S119396977,,1
495,5455,species,Sora,Porzana carolina,1,Harper Dry Lake,US-CA,25 Sep 2022,L892043,S119396977,,1
496,8064,species,Golden Eagle,Aquila chrysaetos,1,Kaibab NF--Kaibab Lake,US-AZ,24 Sep 2022,L269402,S119363899,,1
497,8504,species,Swainson's Hawk,Buteo swainsoni,1,Grand Canyon NP--Mohave Point,US-AZ,24 Sep 2022,L3088809,S119349249,,1
498,21476,species,Black-billed Magpie,Pica hudsonia,1,Grand Canyon NP--Verkamp's Visitor Center,US-AZ,24 Sep 2022,L5043841,S119343961,,1
499,21273,species,Pinyon Jay,Gymnorhinus cyanocephalus,2,Grand Canyon NP--Verkamp's Visitor Center,US-AZ,24 Sep 2022,L5043841,S119343961,,1
500,19231,species,Plumbeous Vireo,Vireo plumbeus,1,Grand Canyon NP--Verkamp's Visitor Center,US-AZ,24 Sep 2022,L5043841,S119343961,,1
501,8498,species,Zone-tailed Hawk,Buteo albonotatus,1,Grand Canyon NP--Verkamp's Visitor Center,US-AZ,24 Sep 2022,L5043841,S119343961,,1
502,4158,species,White-throated Swift,Aeronautes saxatalis,1,Grand Canyon NP--Verkamp's Visitor Center,US-AZ,24 Sep 2022,L5043841,S119343961,,1
503,1105,species,Gambel's Quail,Callipepla gambelii,1,Grand Canyon NP--Verkamp's Visitor Center,US-AZ,24 Sep 2022,L5043841,S119343961,,1
504,27184,species,Canyon Wren,Catherpes mexicanus,1,Petrified Forest NP--Jasper Forest,US-AZ,23 Sep 2022,L8225729,S119283563,,1
505,33018,species,Black-throated Sparrow,Amphispiza bilineata,1,Petrified Forest NP--Newspaper Rock,US-AZ,23 Sep 2022,L27367339,S119281622,,1
506,33007,species,Brewer's Sparrow,Spizella breweri,2,Petrified Forest NP--Newspaper Rock,US-AZ,23 Sep 2022,L27367339,S119281622,,1
507,28069,species,Sage Thrasher,Oreoscoptes montanus,1,Petrified Forest NP--Newspaper Rock,US-AZ,23 Sep 2022,L27367339,S119281622,,1
508,27150,species,Rock Wren,Salpinctes obsoletus,1,Petrified Forest NP--Newspaper Rock,US-AZ,23 Sep 2022,L27367339,S119281622,,1
509,33385,species,Green-tailed Towhee,Pipilo chlorurus,2,Petrified Forest NP--Painted Desert Inn,US-AZ,23 Sep 2022,L20985612,S119283579,,1
510,17461,species,Cassin's Kingbird,Tyrannus vociferans,1,Petrified Forest NP--Painted Desert Inn,US-AZ,23 Sep 2022,L20985612,S119283579,,1
511,21574,species,Chihuahuan Raven,Corvus cryptoleucus,1,"Sep 22, 2022 5:59 PM
35.027, -107.409",US-NM,22 Sep 2022,L20969629,S119213326,,1
512,33217,species,Vesper Sparrow,Pooecetes gramineus,1,Randall Davey Audubon Center,US-NM,22 Sep 2022,L168704,S119190067,,1
513,32609,species,Lesser Goldfinch,Spinus psaltria,17,Randall Davey Audubon Center,US-NM,22 Sep 2022,L168704,S119190067,,1
514,32329,species,Cassin's Finch,Haemorhous cassinii,2,Randall Davey Audubon Center,US-NM,22 Sep 2022,L168704,S119190067,,1
515,28163,species,Townsend's Solitaire,Myadestes townsendi,2,Randall Davey Audubon Center,US-NM,22 Sep 2022,L168704,S119190067,,1
516,28136,species,Western Bluebird,Sialia mexicana,4,Randall Davey Audubon Center,US-NM,22 Sep 2022,L168704,S119190067,,1
517,26924,species,Pygmy Nuthatch,Sitta pygmaea,1,Randall Davey Audubon Center,US-NM,22 Sep 2022,L168704,S119190067,,1
518,22155,species,Juniper Titmouse,Baeolophus ridgwayi,3,Randall Davey Audubon Center,US-NM,22 Sep 2022,L168704,S119190067,,1
519,22077,species,Mountain Chickadee,Poecile gambeli,21,Randall Davey Audubon Center,US-NM,22 Sep 2022,L168704,S119190067,,1
520,21309,species,Woodhouse's Scrub-Jay,Aphelocoma woodhouseii,7,Randall Davey Audubon Center,US-NM,22 Sep 2022,L168704,S119190067,,1
521,17010,species,Say's Phoebe,Sayornis saya,1,Randall Davey Audubon Center,US-NM,22 Sep 2022,L168704,S119190067,,1
522,16965,species,Gray Flycatcher,Empidonax wrightii,1,Randall Davey Audubon Center,US-NM,22 Sep 2022,L168704,S119190067,,1
523,4839,species,Broad-tailed Hummingbird,Selasphorus platycercus,11,Randall Davey Audubon Center,US-NM,22 Sep 2022,L168704,S119190067,,1
524,4826,species,Rufous Hummingbird,Selasphorus rufus,5,Randall Davey Audubon Center,US-NM,22 Sep 2022,L168704,S119190067,,1
525,4823,species,Calliope Hummingbird,Selasphorus calliope,1,Randall Davey Audubon Center,US-NM,22 Sep 2022,L168704,S119190067,,1
526,4803,species,Black-chinned Hummingbird,Archilochus alexandri,1,Randall Davey Audubon Center,US-NM,22 Sep 2022,L168704,S119190067,,1
527,8388,species,Mississippi Kite,Ictinia mississippiensis,1,"2751 Quay County Road 63, Tucumcari",US-NM,21 Sep 2022,L20962168,S119169985,,1
528,33864,species,Great-tailed Grackle,Quiscalus mexicanus,1,Amarillo Travel Information Center,US-TX,21 Sep 2022,L9744211,S119161818,,1
529,7468,species,White-faced Ibis,Plegadis chihi,4,Clinton Lake,US-OK,21 Sep 2022,L1437826,S119154918,,1
530,33962,species,Black-and-white Warbler,Mniotilta varia,1,Arcadia Lake,US-OK,21 Sep 2022,L1433921,S119142226,,1
531,17489,species,Scissor-tailed Flycatcher,Tyrannus forficatus,1,"Oklahoma 16, Beggs",US-OK,21 Sep 2022,L20958815,S119150034,,1
532,7811,species,Black Vulture,Coragyps atratus,1,Lake Conway--Highway 89,US-AR,20 Sep 2022,L2499335,S119109852,,1
533,243,species,Black-bellied Whistling-Duck,Dendrocygna autumnalis,6,Ensley Bottoms--Maxson Wastewater Lagoons/Earth Complex  (The Pits),US-TN,20 Sep 2022,L267805,S119085201,,1
534,1274,species,Wild Turkey,Meleagris gallopavo,1,Mammoth Cave NP--Visitor Center area (Edmonson Co.),US-KY,19 Sep 2022,L3588920,S119023121,,1
535,22060,species,Carolina Chickadee,Poecile carolinensis,1,Ohio River Islands NWR--Visitor Center,US-WV,18 Sep 2022,L865370,S118964472,,1
536,19226,species,Blue-headed Vireo,Vireo solitarius,1,Ohio River Islands NWR--Visitor Center,US-WV,18 Sep 2022,L865370,S118964472,,1
538,3238,species,Yellow-billed Cuckoo,Coccyzus americanus,2,Ohio River Islands NWR--Visitor Center,US-WV,18 Sep 2022,L865370,S118964472,,1
539,32085,species,Evening Grosbeak,Hesperiphona vespertina,2,Willamette Park (Benton Co.),US-OR,16 Sep 2022,L807150,S118841158,,1
540,778,species,Ruddy Duck,Oxyura jamaicensis,4,Philomath Sewage Ponds (restricted access),US-OR,15 Sep 2022,L493044,S118801250,,1
541,21274,species,Steller's Jay,Cyanocitta stelleri,1,Willamette Park (Benton Co.),US-OR,14 Sep 2022,L807150,S118732987,,1
542,21303,species,California Scrub-Jay,Aphelocoma californica,1,Willamette Park--South Side,US-OR,14 Sep 2022,L294186,S118728812,,1
543,16998,species,Black Phoebe,Sayornis nigricans,2,Willamette Park--South Side,US-OR,14 Sep 2022,L294186,S118728812,,1
544,11146,species,Acorn Woodpecker,Melanerpes formicivorus,1,Willamette Park--South Side,US-OR,14 Sep 2022,L294186,S118728812,,1
545,12062,species,Merlin,Falco columbarius,1,"46 Bike Path, Corvallis",US-OR,13 Sep 2022,L20881222,S118704930,,1
546,33851,species,Brewer's Blackbird,Euphagus cyanocephalus,9,"Longview, Washington, US (46.148, -122.963)",US-WA,13 Sep 2022,L20879386,S118691597,,1
547,9219,species,Barred Owl,Strix varia,1,Zylstra Loop Trail,US-WA,11 Sep 2022,L7545860,S118547746,,1
548,32664,species,Lapland Longspur,Calcarius lapponicus,2,"South Beach, San Juan Island",US-WA,11 Sep 2022,L1454902,S118509954,,1
549,6104,species,Wilson's Snipe,Gallinago delicata,10,Zylstra Loop Trail,US-WA,10 Sep 2022,L7545860,S118480644,,1
551,6061,species,Long-billed Dowitcher,Limnodromus scolopaceus,1,Zylstra Loop Trail,US-WA,10 Sep 2022,L7545860,S118480644,,1
552,501,species,Northern Shoveler,Spatula clypeata,2,Zylstra Loop Trail,US-WA,10 Sep 2022,L7545860,S118480644,,1
554,8256,species,Sharp-shinned Hawk,Accipiter striatus,1,Three Meadows Marsh (restricted access),US-WA,09 Sep 2022,L1515665,S118390214,,1
555,33196,species,Golden-crowned Sparrow,Zonotrichia atricapilla,2,"South Beach, San Juan Island",US-WA,08 Sep 2022,L1454902,S118348730,,1
556,31883,species,American Pipit,Anthus rubescens,8,"South Beach, San Juan Island",US-WA,08 Sep 2022,L1454902,S118348730,,1
557,22710,species,Horned Lark,Eremophila alpestris,12,"South Beach, San Juan Island",US-WA,08 Sep 2022,L1454902,S118348730,,1
559,24074,species,Violet-green Swallow,Tachycineta thalassina,1,Egg Lake,US-WA,06 Sep 2022,L1139568,S118255239,,1
560,8324,species,Northern Harrier,Circus hudsonius,1,Friday Harbor Labs,US-WA,05 Sep 2022,L678273,S118169290,,1
561,12114,species,Peregrine Falcon,Falco peregrinus,1,False Bay,US-WA,05 Sep 2022,L618335,S118168562,,1
562,6528,species,Western Gull,Larus occidentalis,3,False Bay,US-WA,05 Sep 2022,L618335,S118168562,,1
563,34206,species,Townsend's Warbler,Setophaga townsendi,1,American Camp,US-WA,04 Sep 2022,L1337710,S118087353,,1
564,16964,species,Hammond's Flycatcher,Empidonax hammondii,1,American Camp,US-WA,04 Sep 2022,L1337710,S118087353,,1
565,6931,species,Pacific Loon,Gavia pacifica,1,American Camp,US-WA,04 Sep 2022,L1337710,S118087353,,1
566,6888,species,Western Grebe,Aechmophorus occidentalis,1,American Camp,US-WA,04 Sep 2022,L1337710,S118087353,,1
567,6876,species,Eared Grebe,Podiceps nigricollis,1,American Camp,US-WA,04 Sep 2022,L1337710,S118087353,,1
568,6404,species,Pigeon Guillemot,Cepphus columba,5,American Camp,US-WA,04 Sep 2022,L1337710,S118087353,,1
569,6395,species,Marbled Murrelet,Brachyramphus marmoratus,10,American Camp,US-WA,04 Sep 2022,L1337710,S118087353,,1
570,6377,species,Rhinoceros Auklet,Cerorhinca monocerata,12,American Camp,US-WA,04 Sep 2022,L1337710,S118087353,,1
571,3492,species,Common Nighthawk,Chordeiles minor,1,English Camp,US-WA,03 Sep 2022,L1028900,S118054546,,1
572,6869,species,Red-necked Grebe,Podiceps grisegena,5,Jakle's Lagoon Trail,US-WA,03 Sep 2022,L501928,S118039503,,1
573,6189,species,Sanderling,Calidris alba,12,Jakle's Lagoon Trail,US-WA,03 Sep 2022,L501928,S118039503,,1
574,754,species,Hooded Merganser,Lophodytes cucullatus,4,Jakle's Lagoon Trail,US-WA,03 Sep 2022,L501928,S118039503,,1
575,730,species,White-winged Scoter,Melanitta deglandi,1,Jakle's Lagoon Trail,US-WA,03 Sep 2022,L501928,S118039503,,1
576,6164,species,Black Turnstone,Arenaria melanocephala,2,Cattle Point,US-WA,03 Sep 2022,L294563,S118035293,,1
577,728,species,Surf Scoter,Melanitta perspicillata,30,Cattle Point,US-WA,03 Sep 2022,L294563,S118035293,,1
578,727,species,Harlequin Duck,Histrionicus histrionicus,6,Cattle Point,US-WA,03 Sep 2022,L294563,S118035293,,1
579,7391,species,Pelagic Cormorant,Urile pelagicus,21,Goose Island,US-WA,03 Sep 2022,L1312217,S118033621,,1
580,7389,species,Brandt's Cormorant,Urile penicillatus,4,Goose Island,US-WA,03 Sep 2022,L1312217,S118033621,,1
581,25253,species,Bushtit,Psaltriparus minimus,6,Egg Lake,US-WA,02 Sep 2022,L1139568,S117953655,,1
582,5297,species,Virginia Rail,Rallus limicola,3,Egg Lake,US-WA,02 Sep 2022,L1139568,S117953655,,1
583,28324,species,Swainson's Thrush,Catharus ustulatus,1,Zylstra Loop Trail,US-WA,31 Aug 2022,L7545860,S117862414,,1
584,19247,species,Western Warbling Vireo,Vireo swainsoni,1,Zylstra Loop Trail,US-WA,31 Aug 2022,L7545860,S117862414,,1
585,517,species,American Wigeon,Mareca americana,1,Zylstra Loop Trail,US-WA,31 Aug 2022,L7545860,S117862414,,1
586,487,species,Cinnamon Teal,Spatula cyanoptera,5,Zylstra Loop Trail,US-WA,31 Aug 2022,L7545860,S117862414,,1
587,5806,species,Black Oystercatcher,Haematopus bachmani,1,"Argyle Lagoon Marine Preserve, San Juan Island",US-WA,30 Aug 2022,L13139941,S117837858,,1
588,3897,species,Vaux's Swift,Chaetura vauxi,3,"Argyle Lagoon Marine Preserve, San Juan Island",US-WA,30 Aug 2022,L13139941,S117837858,,1
589,594,species,Northern Pintail,Anas acuta,1,Sportsman's Lake,US-WA,29 Aug 2022,L487780,S117795360,,1
590,26844,species,Ruby-crowned Kinglet,Corthylio calendula,1,Friday Harbor Labs,US-WA,29 Aug 2022,L678273,S117773563,,1
